"Taxon","Source","Year","Country","Region","Accession","Latitude","Longitude","Elevation","Dish","Scarification","GA3","Stratification","Stratification_temperature","Stratification_days","Light","Photoperiod","Alternating","Tdif","Tmax","Tmin","Tmean","Temperature","Length.experiment","Sown","Germinated","Germinable"
"Zoellnerallium andium","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.28544","-33.334693",-70.28544,"2600-3100","3","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,7,25
"Azorella madreporica","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","1","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,0,25
"Azorella madreporica","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","2","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,0,25
"Azorella madreporica","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","3","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,0,25
"Calandrinia caespitosa","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","1","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,1,25
"Calandrinia caespitosa","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","2","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,0,25
"Calandrinia caespitosa","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","3","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,2,25
"Calandrinia sericea","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","1","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,11,25
"Calandrinia sericea","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","2","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,1,25
"Calandrinia sericea","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","3","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,13,25
"Draba gilliesii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","1","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,2,25
"Draba gilliesii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","2","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,4,25
"Draba gilliesii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","3","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,2,25
"Nastanthus spathulatus","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","1","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,0,25
"Nastanthus spathulatus","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","2","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,1,25
"Nastanthus spathulatus","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","3","N","N","Cold","4",NA,"Y",12,"Y",5,10,5,7.5,"5C",NA,25,0,25
"Acaena alpina","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,24,25
"Acaena alpina","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,22,25
"Acaena alpina","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,22,25
"Anarthrophyllum cumingii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,25,25
"Anarthrophyllum cumingii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,25,25
"Anarthrophyllum cumingii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,25,25
"Chaetanthera microphylla","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,17,25
"Chaetanthera microphylla","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,21,25
"Chaetanthera microphylla","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,22,25
"Galium sp.","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,25,25
"Galium sp.","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,18,25
"Galium sp.","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,25,25
"Lupinus microcarpus","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,13,25
"Lupinus microcarpus","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,13,25
"Lupinus microcarpus","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,17,25
"Nicotiana corymbosa","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,25,25
"Nicotiana corymbosa","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,25,25
"Nicotiana corymbosa","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,16,25
"Schizanthus hookerii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,25,25
"Schizanthus hookerii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,23,25
"Schizanthus hookerii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,24,25
"Senecio eruciformis","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,13,25
"Senecio eruciformis","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,25,25
"Senecio eruciformis","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,20,25
"Sisyrinchium arenarium","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,1,25
"Sisyrinchium arenarium","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Sisyrinchium arenarium","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,3,25
"Sisyrinchium sphilippii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,15,25
"Sisyrinchium sphilippii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,13,25
"Sisyrinchium sphilippii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,8,25
"Sisyrinchium striatum","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Sisyrinchium striatum","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Sisyrinchium striatum","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Anarthrophyllum gayanum","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,7,25
"Anarthrophyllum gayanum","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,9,25
"Anarthrophyllum gayanum","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,15,25
"Astragalus sp.","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,5,25
"Astragalus sp.","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,25,25
"Astragalus sp.","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,15,25
"Calceolaria biflora","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,8,25
"Calceolaria biflora","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,14,25
"Calceolaria biflora","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,14,25
"Calceolaria purpurea","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Calceolaria purpurea","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Calceolaria purpurea","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Chaetanthera euphrasioides","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,15,25
"Chaetanthera euphrasioides","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,17,25
"Chaetanthera euphrasioides","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,23,25
"Laretia acaulis","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Laretia acaulis","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Laretia acaulis","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Schizanthus grahamii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,4,25
"Schizanthus grahamii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,7,25
"Schizanthus grahamii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,2,25
"Tristagma bivalve","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,11,25
"Tristagma bivalve","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,3,25
"Tristagma bivalve","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,5,25
"Zoellnerallium andium","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,8,25
"Zoellnerallium andium","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Zoellnerallium andium","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.334693 -70.257939","-33.334693",-70.257939,"2600-3100","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,7,25
"Azorella madreporica","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,8,25
"Azorella madreporica","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Azorella madreporica","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,1,25
"Calandrinia caespitosa","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,4,25
"Calandrinia caespitosa","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Calandrinia caespitosa","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,5,25
"Calandrinia sericea","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,25,25
"Calandrinia sericea","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,21,25
"Calandrinia sericea","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,25,25
"Draba gilliesii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Draba gilliesii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,1,25
"Draba gilliesii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,13,25
"Nassauvia pinnigera","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Nassauvia pinnigera","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Nassauvia pinnigera","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Nastanthus spathulatus","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","1","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Nastanthus spathulatus","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","2","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Nastanthus spathulatus","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.319379 -70.257939","-33.319379",-70.257939,"3200-3600","3","N","N","Cold","4",NA,"Y",12,"Y",10,25,15,20,"20C",NA,25,0,25
"Acaena alpina","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,25,25
"Acaena alpina","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,25,25
"Acaena alpina","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,25,25
"Anarthrophyllum cumingii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,25,25
"Anarthrophyllum cumingii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,25,25
"Anarthrophyllum cumingii","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,25,25
"Chaetanthera microphylla","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,25,25
"Chaetanthera microphylla","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,25,25
"Chaetanthera microphylla","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,25,25
"Cynanchum mucronatum","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,4,25
"Cynanchum mucronatum","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,2,25
"Cynanchum mucronatum","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,4,25
"Galium sp.","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","1","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,25,25
"Galium sp.","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","2","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,25,25
"Galium sp.","Cavieres",NA,"Chile","Central Andes","Chile Chile -33.352035 -70.315812","-33.352035",-70.315812,"2200-2500","3","N","N","Cold","4",NA,"Y",12,"Y",10,20,10,15,"15C",NA,25,25,25
